Timestamp,Equipment_ID,Sensor1,Sensor2,Sensor3,Failure,Hour,DayOfWeek,IsWeekend,Sensor1_roll_mean_3,Sensor1_roll_std_3,Sensor1_roll_mean_5,Sensor1_roll_std_5,Sensor2_roll_mean_3,Sensor2_roll_std_3,Sensor2_roll_mean_5,Sensor2_roll_std_5,Sensor3_roll_mean_3,Sensor3_roll_std_3,Sensor3_roll_mean_5,Sensor3_roll_std_5,Sensor1_lag_1,Sensor1_lag_2,Sensor2_lag_1,Sensor2_lag_2,Sensor3_lag_1,Sensor3_lag_2,Sensor1_diff_1,Sensor2_diff_1,Sensor3_diff_1
2025-01-01 02:00:00,EQ_001,73.32107650354936,0.5024219456672758,138.09306349733112,1,2,2,0,70.59505358897682,2.4645215318333404,70.59505358897682,2.4645215318333404,0.45406370701039817,0.05564372040027633,0.45406370701039817,0.05564372040027633,133.023969247521,7.851997296323282,133.023969247521,7.851997296323282,68.52460613968192,69.93947812369916,0.3932467085745727,0.4665224667893459,123.97927049946809,136.9995737457638,4.796470363867442,0.1091752370927031,14.11379299786303
2025-01-01 02:45:00,EQ_001,78.48103182406709,0.7589563642018614,129.02277173786646,0,2,2,0,73.44223815576612,4.97931854892283,72.56654814774939,4.426782966782174,0.55154167281457,0.18773771264992548,0.530286871308264,0.15907241175737294,130.36503524488856,7.151995643758762,132.02366987010737,6.716023357523049,73.32107650354936,68.52460613968192,0.5024219456672758,0.3932467085745727,138.09306349733112,123.97927049946809,5.159955320517724,0.2565344185345856,-9.070291759464652
2025-01-01 03:10:00,EQ_001,87.8667990162493,0.5338483843461691,113.42165446147862,0,3,2,0,79.88963578128859,7.3744582638551295,75.62659832144936,7.843267234007209,0.5984088980717687,0.1399232715548221,0.5309991739158451,0.13776995685473023,126.84582989889206,12.47893876823242,128.30326678838162,10.150651346424457,78.48103182406709,73.32107650354936,0.7589563642018614,0.5024219456672758,129.02277173786646,138.09306349733112,9.385767192182215,-0.2251079798556923,-15.60111727638784
2025-01-01 03:25:00,EQ_001,74.87937456444999,0.631759753560796,128.9024750083651,0,3,2,0,80.40906846825546,6.70494537254393,76.61457760959954,7.235362040812156,0.6415215007029422,0.11287103007028901,0.564046631270135,0.1382543132307352,123.78230040257006,8.972784186821457,126.68384704090188,8.996715862301086,87.8667990162493,78.48103182406709,0.5338483843461691,0.7589563642018614,113.42165446147862,129.02277173786646,-12.987424451799313,0.09791136921462684,15.480820546886463
2025-01-01 03:45:00,EQ_001,72.26570529379804,0.4881931473008921,111.04930157723396,0,3,2,0,78.33729295816578,8.355622720502366,77.36279744042275,6.325894065374866,0.5512670950692857,0.07335121826314997,0.5830359190153989,0.11317596111775344,117.79114368235923,9.695528733857468,124.09785325645505,11.483151174100222,74.87937456444999,87.8667990162493,0.631759753560796,0.5338483843461691,128.9024750083651,113.42165446147862,-2.613669270651954,-0.14356660625990386,-17.853173431131125
2025-01-01 04:35:00,EQ_001,64.63304883795925,0.4633175588185312,125.82026567084726,0,4,2,0,70.59270956540243,5.3240946416981645,75.62519190730472,8.524704823513373,0.5277568198934064,0.0909239043604788,0.5752150416456498,0.12120564668653104,121.9240140854821,9.543035822151003,121.64329369115828,8.723925794760326,72.26570529379804,74.87937456444999,0.4881931473008921,0.631759753560796,111.04930157723396,128.9024750083651,-7.632656455838784,-0.024875588482360877,14.770964093613301
2025-01-01 05:50:00,EQ_001,73.79837300920933,0.4535382702701607,124.69267589808528,0,5,2,0,70.23237571365554,4.9093394338889675,74.68866014433317,8.388658358955873,0.46834965879652796,0.017867054825716967,0.5141314228593098,0.07271787230846957,120.52074771538884,8.221866189308018,120.77727452320205,7.992490455040835,64.63304883795925,72.26570529379804,0.4633175588185312,0.4881931473008921,125.82026567084726,111.04930157723396,9.165324171250077,-0.009779288548370513,-1.1275897727619792
2025-01-01 06:20:00,EQ_001,69.59468336200051,0.5871297297457244,119.6069271237237,0,6,2,0,69.34203506972302,4.587882426645052,71.03423701348342,4.092357801075969,0.5013285196114722,0.07446673328745292,0.5247876919392208,0.07988080134922138,123.37328956421875,3.3101328068203872,122.01432905565105,6.984494642732747,73.79837300920933,64.63304883795925,0.4535382702701607,0.4633175588185312,124.69267589808528,125.82026567084726,-4.203689647208819,0.13359145947556372,-5.085748774361591
2025-01-01 06:45:00,EQ_001,68.74443211807349,0.4322255029475148,106.87780806568594,0,6,2,0,70.71249616309444,2.706050392452256,69.80724852420812,3.5327110480914254,0.49096450098780003,0.08396053792875108,0.4848808418165646,0.06059233269684501,117.05913702916496,9.176644525419588,117.60939566711522,8.36336032770359,69.59468336200051,73.79837300920933,0.5871297297457244,0.4535382702701607,119.6069271237237,124.69267589808528,-0.8502512439270191,-0.15490422679820964,-12.729119058037753
2025-01-01 07:00:00,EQ_001,72.38638489740481,0.5350630099273559,123.86808520689203,0,7,2,0,70.2418334591596,1.9052709644325514,69.83138444492947,3.5540544251420534,0.518139414206865,0.07882661948270228,0.49425481434185736,0.06471793598132997,116.7842734654339,8.83984782616424,120.17315239304685,7.795115480582112,68.74443211807349,69.59468336200051,0.4322255029475148,0.5871297297457244,106.87780806568594,119.6069271237237,3.6419527793313193,0.10283750697984112,16.990277141206093
