Timestamp,Equipment_ID,Sensor1,Sensor2,Sensor3,Failure
2025-01-01 00:00:00,EQ_004,75.54697397302446,0.5298752908365686,112.65826201221505,0
2025-01-01 00:05:00,EQ_005,78.62883311949346,0.4248208949904816,120.8199555641356,1
2025-01-01 00:10:00,EQ_003,77.40504615868356,0.4573642403794457,124.57280404615241,0
2025-01-01 00:15:00,EQ_005,76.11942012139566,0.6148445709196755,134.55822322146767,0
2025-01-01 00:20:00,EQ_005,71.04762772277344,0.5113270410537765,127.04506539824723,0
2025-01-01 00:25:00,EQ_002,77.35734178567998,0.3561722021682633,127.89056687375519,0
2025-01-01 00:30:00,EQ_003,84.41012248237517,0.5919228934575204,120.8382662792936,0
2025-01-01 00:35:00,EQ_003,81.7271002307749,0.4331855914461006,134.10459145203504,0
2025-01-01 00:40:00,EQ_003,82.96593313319698,0.6873297776217546,124.09762795959497,0
2025-01-01 00:45:00,EQ_005,72.44392161784407,0.6080048065714648,111.3891208982643,0
2025-01-01 00:50:00,EQ_004,70.0519758987071,0.4552678104341249,134.03369970125192,0
2025-01-01 00:55:00,EQ_003,74.37106539950176,0.6281016361735113,126.97903272539028,0
2025-01-01 01:00:00,EQ_005,75.27862456144348,0.5067855510527404,115.56955978871518,0
2025-01-01 01:05:00,EQ_002,80.47095759235474,0.5852773675122219,115.20507032600757,0
2025-01-01 01:10:00,EQ_004,66.5376768514259,0.5484732817294475,122.96575545140762,0
2025-01-01 01:15:00,EQ_002,82.64775159730307,0.41536433450091265,124.63184795267584,0
2025-01-01 01:20:00,EQ_004,74.20996050710505,0.4356450167682538,121.97292265631206,0
2025-01-01 01:25:00,EQ_005,72.8655946502629,0.6029960817581161,123.11308673442885,0
2025-01-01 01:30:00,EQ_001,69.93947812369916,0.4665224667893459,136.9995737457638,0
2025-01-01 01:35:00,EQ_004,66.72571664067115,0.4596351536758003,130.71543152234887,0
2025-01-01 01:40:00,EQ_002,79.11585291980957,0.4044877420650647,121.90635591265024,0
2025-01-01 01:45:00,EQ_005,75.36658983594202,0.5423599065593461,129.41310580767484,0
2025-01-01 01:50:00,EQ_004,68.55019550129472,0.7062524919243145,109.67476096472461,0
2025-01-01 01:55:00,EQ_001,68.52460613968192,0.3932467085745727,123.97927049946809,0
2025-01-01 02:00:00,EQ_001,73.32107650354936,0.5024219456672758,138.09306349733112,1
2025-01-01 02:05:00,EQ_003,83.34510762644696,0.6412220555415429,117.81954104607627,0
2025-01-01 02:10:00,EQ_003,73.70204324318198,0.4920358608754285,111.52366071380915,0
2025-01-01 02:15:00,EQ_002,67.48428523440947,0.5452371796249734,113.4791111140694,0
2025-01-01 02:20:00,EQ_004,73.77128467957027,0.393760647185312,109.10366962657612,0
2025-01-01 02:25:00,EQ_004,73.63638215126164,0.5428307097207649,112.15238091872297,0
2025-01-01 02:30:00,EQ_003,61.515566785292144,0.48128557349954515,116.2949190140997,0
2025-01-01 02:35:00,EQ_004,74.72852566741093,0.5985729995679863,105.94432980821358,0
2025-01-01 02:40:00,EQ_004,73.84532734895662,0.6187386051564752,120.15618333949602,0
2025-01-01 02:45:00,EQ_001,78.48103182406709,0.7589563642018614,129.02277173786646,0
2025-01-01 02:50:00,EQ_003,84.24478047472672,0.5579633173213576,110.9224381985308,0
2025-01-01 02:55:00,EQ_005,80.63282514773879,0.5325796316582166,135.19283923641768,0
2025-01-01 03:00:00,EQ_003,73.65555654722584,0.5194384301577336,125.10792088527595,0
2025-01-01 03:05:00,EQ_005,69.46737045629165,0.4646833707189312,130.30580585624057,0
2025-01-01 03:10:00,EQ_001,87.8667990162493,0.5338483843461691,113.42165446147862,0
2025-01-01 03:15:00,EQ_002,75.29609217007244,0.47045985898609705,128.54525227066617,0
2025-01-01 03:20:00,EQ_004,75.06964645956474,0.5168460976269614,109.08066099604687,0
2025-01-01 03:25:00,EQ_001,74.87937456444999,0.631759753560796,128.9024750083651,0
2025-01-01 03:30:00,EQ_004,75.99042380383928,0.3993457434720359,121.71839339793532,0
2025-01-01 03:35:00,EQ_002,74.27819794038028,0.6139878561129045,125.53251219984784,0
2025-01-01 03:40:00,EQ_002,72.13168996559882,0.6317115067339866,108.24405394375148,0
2025-01-01 03:45:00,EQ_001,72.26570529379804,0.48819314730089214,111.04930157723395,0
2025-01-01 03:50:00,EQ_002,74.83623364892001,0.2878145100991405,125.97228218253385,0
2025-01-01 03:55:00,EQ_005,72.28287614433117,0.43921780129055676,110.51651995775799,0
2025-01-01 04:00:00,EQ_002,71.43577108661418,0.629699454656111,124.63206292099123,0
2025-01-01 04:05:00,EQ_004,75.53215113845948,0.4977131937701118,106.32862193539754,0
2025-01-01 04:10:00,EQ_004,73.72511391289572,0.4000697767705089,128.4817421266667,0
2025-01-01 04:15:00,EQ_004,82.51996494291345,0.44952250787717823,107.67476685231492,1
2025-01-01 04:20:00,EQ_004,61.74515095803494,0.5840620026504553,125.52299937679523,0
2025-01-01 04:25:00,EQ_005,80.45753425961232,0.554673356820138,126.25630933646,0
2025-01-01 04:30:00,EQ_003,81.23042596248814,0.4761067900830306,113.03228181570425,0
2025-01-01 04:35:00,EQ_001,64.63304883795925,0.46331755881853126,125.82026567084726,0
2025-01-01 04:40:00,EQ_004,73.28656202959826,0.4608241850956178,122.60442263333556,0
2025-01-01 04:45:00,EQ_002,73.14279567002104,0.4077589815501497,114.61158143807262,0
2025-01-01 04:50:00,EQ_004,67.9624415264109,0.6615375689469442,109.91445315923792,0
2025-01-01 04:55:00,EQ_002,71.11091656204562,0.467767953078866,100.3737430832742,0
2025-01-01 05:00:00,EQ_002,69.44712077267086,0.6217158520825496,123.49650047299694,0
2025-01-01 05:05:00,EQ_004,83.76135221711812,0.6521316051922451,104.35197228637945,0
2025-01-01 05:10:00,EQ_005,79.6783919657373,0.599831089814796,120.95344199441308,0
2025-01-01 05:15:00,EQ_002,81.3577754749708,0.45683796872819515,117.36551783917751,0
2025-01-01 05:20:00,EQ_002,78.60836032021618,0.5403730090336609,126.79142775438196,0
2025-01-01 05:25:00,EQ_004,69.35474114391386,0.4975804393609084,116.97954500510136,0
2025-01-01 05:30:00,EQ_002,72.37739866860113,0.40962981392698716,116.70552213652908,0
2025-01-01 05:35:00,EQ_002,77.4468728061396,0.5324359281721603,127.31870704288295,0
2025-01-01 05:40:00,EQ_004,68.88936095554027,0.3820960208840197,123.35058029084118,0
2025-01-01 05:45:00,EQ_004,78.56499215086194,0.6187679388461564,123.16155957182778,0
2025-01-01 05:50:00,EQ_001,73.79837300920933,0.4535382702701607,124.69267589808527,0
2025-01-01 05:55:00,EQ_005,73.12589596225202,0.5201159655872839,104.64427876792894,0
2025-01-01 06:00:00,EQ_005,78.55479984101746,0.5283287871546142,127.56788679986983,0
2025-01-01 06:05:00,EQ_002,77.2213165574302,0.4741095026295923,126.12468794013603,0
2025-01-01 06:10:00,EQ_005,73.1951691709046,0.5586693801475274,109.83316871423503,0
2025-01-01 06:15:00,EQ_002,80.79664901682123,0.45250963433774755,117.55919526325799,0
2025-01-01 06:20:00,EQ_001,69.59468336200051,0.5871297297457244,119.6069271237237,0
2025-01-01 06:25:00,EQ_004,78.07967803472133,0.36540203197532517,118.65503215598267,0
2025-01-01 06:30:00,EQ_004,77.96550628984193,0.5126379579546412,123.33859966568535,0
2025-01-01 06:35:00,EQ_004,73.45226780343005,0.6938928999058285,134.31366781831184,0
2025-01-01 06:40:00,EQ_005,76.63066511121059,0.39996686753944255,130.8176672767283,0
2025-01-01 06:45:00,EQ_001,68.74443211807349,0.43222550294751483,106.87780806568594,0
2025-01-01 06:50:00,EQ_005,79.6201350960345,0.5513907849658914,126.22069990306049,0
2025-01-01 06:55:00,EQ_005,74.07548931778506,0.5179581781939598,133.2893331953541,0
2025-01-01 07:00:00,EQ_001,72.38638489740481,0.5350630099273559,123.86808520689203,0
2025-01-01 07:05:00,EQ_001,80.24504612918444,0.5489187130147664,130.90980425185967,0
2025-01-01 07:10:00,EQ_001,71.4782815472862,0.563472146856177,140.12270445700764,0
2025-01-01 07:15:00,EQ_001,67.9576935181822,0.6109699841956223,130.23709546106983,0
2025-01-01 07:20:00,EQ_004,67.21685413238048,0.5409818656928512,122.49308595641729,0
2025-01-01 07:25:00,EQ_003,78.0300497567282,0.47587423453814576,130.45088474084753,0
2025-01-01 07:30:00,EQ_003,68.59785323751859,0.5672573701202731,121.44887833096891,0
2025-01-01 07:35:00,EQ_001,83.77397090992183,0.6899881934895216,120.23903043284956,0
2025-01-01 07:40:00,EQ_003,64.59035296058138,0.48673662536174267,116.48585764286267,0
2025-01-01 07:45:00,EQ_003,83.48228184145019,0.40254706953293584,135.63413358832108,1
2025-01-01 07:50:00,EQ_001,76.05508733601309,0.6107080669286973,111.81571334057999,0
2025-01-01 07:55:00,EQ_003,74.51643444064804,0.48796188360464016,135.32367724678116,0
2025-01-01 08:00:00,EQ_005,72.27540456595526,0.28273304539859634,124.99864123740372,0
2025-01-01 08:05:00,EQ_002,76.99568057176036,0.5847421677150422,106.00693825198059,0
2025-01-01 08:10:00,EQ_002,74.81182648787576,0.4464671814046077,123.67649292991422,0
2025-01-01 08:15:00,EQ_001,80.5165094100826,0.4909466717695839,98.99973492348376,0
2025-01-01 08:20:00,EQ_004,75.5711382433102,0.5331980330569015,126.25508016831036,0
2025-01-01 08:25:00,EQ_001,75.75150880730939,0.5190499679779066,128.8523148298899,0
2025-01-01 08:30:00,EQ_004,73.18193893893073,0.570945181713904,114.07644044347947,0
2025-01-01 08:35:00,EQ_002,74.71527188139466,0.4564513629430157,121.23547695955583,0
2025-01-01 08:40:00,EQ_001,76.5390088444603,0.5513105798176082,139.54157433750285,0
2025-01-01 08:45:00,EQ_005,66.44915803671687,0.4740453322416083,114.94253295738064,1
